# Designed quadrature rule — Gauss–Hermite (GH) family
# family: hermite
# weight function: standard normal N(0, I_d), density (2*pi)^(-d/2) * exp(-|x|^2 / 2) on R^d
# normalization: probabilists' normalization: total mass 1, so the weights sum to 1
# verified: sum of weights = 1   (|sum w - 1| = 3.416e-17)
# domain: R^d
# d: 3   p: 19   q: 10   n: 354
# exactness: all monomials of total degree <= p
# verified max relative monomial error (BigFloat, 192 bits): 7.477858e-16
# relative error definition: |sum_s w_s prod_k x_sk^a_k - E[x^a]| / max(sum_s |w_s| prod_k |x_sk|^a_k, 1)
# project relative gate: 1.0e-11 (passed)
# min weight: 4.1805460213673677e-09   max weight: 0.035193908151892071   (all weights positive)
# node range: [-5.6758403077235959, 5.6758403077235959]   max |node| = 5.6758403077235959
# source file: rules/hermite_d3_p19_n354.csv   (local tree: sync)
# source sha256: 34480d9bdad6e5fd3dccdf7c41597f9783d735fc2ad042cd01175719fae21e5b
# precision shipped: Float64 round-trip (17 significant digits)
# credit: ours
# credit note: our own tooling produced this rule — a worker log names this exact file on a production line — d3p19_s1.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/hermite_d3_p19_n354.csv  (exactness 7.332786711195243e-15)  354 nodes = 1+1+1(48) 1|2z(6) 1|2z(6) 3(8) …; another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log d3p19_s11.log), banked 2026-09-01T15:48:04; symq sidecar best_d3_p19.txt records our search reaching exactly n=354 for this cell. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work
# credit evidence grade: log-names-file
# credit evidence: a worker log names this exact file on a production line — d3p19_s1.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/hermite_d3_p19_n354.csv  (exactness 7.332786711195243e-15)  354 nodes = 1+1+1(48) 1|2z(6) 1|2z(6) 3(8) …; another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log d3p19_s11.log), banked 2026-09-01T15:48:04; symq sidecar best_d3_p19.txt records our search reaching exactly n=354 for this cell
# lineage parent: unrecorded
# lineage chain root: unrecorded
# credit vocabulary: ours | derived-from:<rule> (<paper>) | transcribed:<source> | same-rule:<source> | unrecorded
# tie: no-published-count-on-record
# tie note: no published count for this cell is recorded in the repo
# tie vocabulary: same-rule:<source> | distinct:<source> (equal count, different node set) | unestablished:<source> | no-tie | no-published-count-on-record
# extended precision: twin-shipped
# Float64 file origin: round-down of the extended twin (row order shared with rules_extended/); the source file above is the bank file the twin was refined from
# extended-precision twin: rules_extended/hermite_d3_p19_q10_n354.mp.csv (80 digits, verified rel err 1.413419e-69)
# Float64 file: round-down of the extended twin (row order shared): row i here is row i of the twin rounded to Float64
# the twin rounded to IEEE binary128 (Float128): verified rel err 4.653790e-34 (2.42 eps128)
# extended-precision source sha256: 77fb150e7105068e112d5654b53b667a4ae7baf4e1a3f44198d89f394c1f0da1
# generated: 2026-09-20T18:02:37 by make_publish.jl
# columns: x1,x2,x3,w
x1,x2,x3,w
4.985890053779046e-26,1.1668966259464107e-26,2.8022809598251457,0.001673052258365634
-4.985890053779046e-26,-1.1668966259464107e-26,-2.8022809598251457,0.001673052258365634
-2.890860124353114e-26,2.8022809598251457,-1.1668966259464107e-26,0.001673052258365634
2.890860124353114e-26,-2.8022809598251457,1.1668966259464107e-26,0.001673052258365634
2.8022809598251457,2.890860124353114e-26,-4.985890053779046e-26,0.001673052258365634
-2.8022809598251457,-2.890860124353114e-26,4.985890053779046e-26,0.001673052258365634
3.12292325411169e-26,4.177175825068216,4.177175825068216,2.315095998487247e-8
-3.12292325411169e-26,-4.177175825068216,-4.177175825068216,2.315095998487247e-8
1.1741353167616871e-25,-4.177175825068216,4.177175825068216,2.315095998487247e-8
-1.1741353167616871e-25,4.177175825068216,-4.177175825068216,2.315095998487247e-8
4.177175825068216,6.04863097039926e-26,4.177175825068216,2.315095998487247e-8
-4.177175825068216,-6.04863097039926e-26,-4.177175825068216,2.315095998487247e-8
-4.177175825068216,-2.5697989431059225e-26,4.177175825068216,2.315095998487247e-8
4.177175825068216,2.5697989431059225e-26,-4.177175825068216,2.315095998487247e-8
4.177175825068216,4.177175825068216,-9.17155422451095e-26,2.315095998487247e-8
-4.177175825068216,-4.177175825068216,9.17155422451095e-26,2.315095998487247e-8
-4.177175825068216,4.177175825068216,5.692722197217612e-26,2.315095998487247e-8
4.177175825068216,-4.177175825068216,-5.692722197217612e-26,2.315095998487247e-8
2.5290612763793296,1.3479534063039575,3.6891952711192535,3.7490485123937685e-6
-2.5290612763793296,-1.3479534063039575,-3.6891952711192535,3.7490485123937685e-6
-2.5290612763793296,1.3479534063039575,3.6891952711192535,3.7490485123937685e-6
2.5290612763793296,-1.3479534063039575,-3.6891952711192535,3.7490485123937685e-6
2.5290612763793296,-1.3479534063039575,3.6891952711192535,3.7490485123937685e-6
-2.5290612763793296,1.3479534063039575,-3.6891952711192535,3.7490485123937685e-6
-2.5290612763793296,-1.3479534063039575,3.6891952711192535,3.7490485123937685e-6
2.5290612763793296,1.3479534063039575,-3.6891952711192535,3.7490485123937685e-6
2.5290612763793296,3.6891952711192535,1.3479534063039575,3.7490485123937685e-6
-2.5290612763793296,-3.6891952711192535,-1.3479534063039575,3.7490485123937685e-6
-2.5290612763793296,3.6891952711192535,1.3479534063039575,3.7490485123937685e-6
2.5290612763793296,-3.6891952711192535,-1.3479534063039575,3.7490485123937685e-6
2.5290612763793296,-3.6891952711192535,1.3479534063039575,3.7490485123937685e-6
-2.5290612763793296,3.6891952711192535,-1.3479534063039575,3.7490485123937685e-6
-2.5290612763793296,-3.6891952711192535,1.3479534063039575,3.7490485123937685e-6
2.5290612763793296,3.6891952711192535,-1.3479534063039575,3.7490485123937685e-6
1.3479534063039575,2.5290612763793296,3.6891952711192535,3.7490485123937685e-6
-1.3479534063039575,-2.5290612763793296,-3.6891952711192535,3.7490485123937685e-6
-1.3479534063039575,2.5290612763793296,3.6891952711192535,3.7490485123937685e-6
1.3479534063039575,-2.5290612763793296,-3.6891952711192535,3.7490485123937685e-6
1.3479534063039575,-2.5290612763793296,3.6891952711192535,3.7490485123937685e-6
-1.3479534063039575,2.5290612763793296,-3.6891952711192535,3.7490485123937685e-6
-1.3479534063039575,-2.5290612763793296,3.6891952711192535,3.7490485123937685e-6
1.3479534063039575,2.5290612763793296,-3.6891952711192535,3.7490485123937685e-6
1.3479534063039575,3.6891952711192535,2.5290612763793296,3.7490485123937685e-6
-1.3479534063039575,-3.6891952711192535,-2.5290612763793296,3.7490485123937685e-6
-1.3479534063039575,3.6891952711192535,2.5290612763793296,3.7490485123937685e-6
1.3479534063039575,-3.6891952711192535,-2.5290612763793296,3.7490485123937685e-6
1.3479534063039575,-3.6891952711192535,2.5290612763793296,3.7490485123937685e-6
-1.3479534063039575,3.6891952711192535,-2.5290612763793296,3.7490485123937685e-6
-1.3479534063039575,-3.6891952711192535,2.5290612763793296,3.7490485123937685e-6
1.3479534063039575,3.6891952711192535,-2.5290612763793296,3.7490485123937685e-6
3.6891952711192535,2.5290612763793296,1.3479534063039575,3.7490485123937685e-6
-3.6891952711192535,-2.5290612763793296,-1.3479534063039575,3.7490485123937685e-6
-3.6891952711192535,2.5290612763793296,1.3479534063039575,3.7490485123937685e-6
3.6891952711192535,-2.5290612763793296,-1.3479534063039575,3.7490485123937685e-6
3.6891952711192535,-2.5290612763793296,1.3479534063039575,3.7490485123937685e-6
-3.6891952711192535,2.5290612763793296,-1.3479534063039575,3.7490485123937685e-6
-3.6891952711192535,-2.5290612763793296,1.3479534063039575,3.7490485123937685e-6
3.6891952711192535,2.5290612763793296,-1.3479534063039575,3.7490485123937685e-6
3.6891952711192535,1.3479534063039575,2.5290612763793296,3.7490485123937685e-6
-3.6891952711192535,-1.3479534063039575,-2.5290612763793296,3.7490485123937685e-6
-3.6891952711192535,1.3479534063039575,2.5290612763793296,3.7490485123937685e-6
3.6891952711192535,-1.3479534063039575,-2.5290612763793296,3.7490485123937685e-6
3.6891952711192535,-1.3479534063039575,2.5290612763793296,3.7490485123937685e-6
-3.6891952711192535,1.3479534063039575,-2.5290612763793296,3.7490485123937685e-6
-3.6891952711192535,-1.3479534063039575,2.5290612763793296,3.7490485123937685e-6
3.6891952711192535,1.3479534063039575,-2.5290612763793296,3.7490485123937685e-6
1.4773510298497463,1.4773510298497463,1.4773510298497463,0.003433520872781605
